Дата,Температура
2021-04-05,28.51670310743247
2021-04-06,18.732830178174027
2021-04-08,24.24385791951746
2021-04-09,23.23893219529022
2021-04-10,25.40849850509884
2021-04-13,17.32431456538376
2021-04-14,26.209310374075315
2021-04-15,23.80875915568228
2021-04-16,28.806905495081292
2021-04-17,18.844436042576078
2021-04-19,26.89907721230343
2021-04-21,28.960873268484264
2021-04-22,17.760295591353817
2021-04-23,26.38298307134718
2021-04-25,21.09427382372089
2021-04-26,19.502009394388363
2021-04-27,28.14184560559767
2021-04-28,23.73297759785187
2021-04-29,25.737970075287087
2021-04-30,27.941898661735685
2021-05-01,31.30846538143312
2021-05-02,27.86828259869509
2021-05-03,27.369979292435943
2021-05-04,23.9690579857132
2021-05-05,16.27259319378625
2021-05-06,24.067019643240695
2021-05-07,29.7552985629576
2021-05-08,23.445204565661683
2021-05-09,18.723837797468036
2021-05-10,21.35507213544921
2021-05-11,28.177741503736332
2021-05-12,21.07818996507176
2021-05-13,22.417694433268583
2021-05-14,24.99050528894829
2021-05-15,20.722434479849845
2021-05-16,26.159255057235598
2021-05-18,29.47135556584507
2021-05-19,21.80275705953652
2021-05-21,16.41923461353273
2021-05-23,27.917922543931574
2021-05-24,21.49121872840944
2021-05-25,25.860237975389133
2021-05-26,27.761647830752214
2021-05-27,13.495116644431562
2021-05-28,25.213121130549947
2021-05-29,25.99658517230531
2021-05-30,24.167159976794977
2021-05-31,28.427469601681164
2021-06-01,26.450666985451477
2021-06-02,29.00074879582488
2021-06-03,25.087419305502124
2021-06-04,21.070127836703996
2021-06-05,23.721215542757086
2021-06-07,24.52315269362248
2021-06-09,30.581259475786062
2021-06-10,20.44472703419363
2021-06-11,17.207928358206296
2021-06-12,36.1770397227804
2021-06-13,24.176803908694293
2021-06-14,19.06706479140463
2021-06-15,29.83806934391941
2021-06-16,26.9768771497826
2021-06-17,27.052166447705552
2021-06-19,23.25689285938633
2021-06-20,20.449963221028103
2021-06-21,36.17781700489236
2021-06-22,18.669147242084243
2021-06-23,22.397115847887957
2021-06-25,32.95200535420156
2021-06-26,25.513592742343214
2021-06-27,23.138980191857915
2021-06-29,13.41849435043648
2021-06-30,26.68743592372776
2021-07-01,26.84930493076991
2021-07-02,17.322448025613994
2021-07-03,34.70627093518777
2021-07-05,24.483464378485586
2021-07-06,24.67571599104408
2021-07-07,17.592691913262158
2021-07-08,22.00856105564896
2021-07-09,25.414241117153452
2021-07-10,21.955504275485417
2021-07-11,21.527816947923547
2021-07-13,25.54817585577756
2021-07-14,19.891235282214684
2021-07-15,27.35848982401992
2021-07-16,24.30282541736381
2021-07-17,16.38657369894945
2021-07-20,18.43537160152702
2021-07-21,22.009316896118285
2021-07-22,27.67488767523308
2021-07-23,27.21847349709728
2021-07-24,25.672897733178424
2021-07-25,19.236131224899918
2021-07-26,29.14499598200669
2021-07-27,24.40784225839784
2021-07-31,27.16528822656409
2021-08-01,28.761225072869493
2021-08-02,24.288931399365865
2021-08-03,30.31617754447405
2021-08-04,28.17478751427148
2021-08-05,31.273199669388312
2021-08-06,18.635949679200127
2021-08-08,21.5027557343298
2021-08-10,29.423942578784064
2021-08-11,28.584292693432136
2021-08-12,29.850432697992453
2021-08-13,24.57768739738429
2021-08-14,28.85786964099865
2021-08-15,25.330409366988786
2021-08-16,17.24886290628342
2021-08-17,25.940620316191456
2021-08-18,30.260769058107662
2021-08-19,17.102840118766842
2021-08-21,26.35891450738747
2021-08-22,21.327041717064144
2021-08-23,27.261969867550167
2021-08-24,25.397129622886677
2021-08-25,19.20479549924708
2021-08-27,23.10645478469793
2021-08-28,21.133375937969003
2021-08-29,17.400492762908396
2021-08-30,24.099927945127632
2021-08-31,22.161655015084584
2021-09-03,25.412887343909414
2021-09-04,28.587850752223545
2021-09-06,24.51667150020116
2021-09-07,25.16825800714405
2021-09-08,28.8533422013421
2021-09-09,28.6664137742228
2021-09-10,30.73403128553649
2021-09-11,30.531195018260103
2021-09-12,17.069912587908345
2021-09-13,20.46119600365653
2021-09-15,24.379656714298715
2021-09-16,19.537161626559357
2021-09-17,27.2568523288818
2021-09-19,20.768492846321717
2021-09-20,15.121927082407083
2021-09-21,31.77176635679904
2021-09-22,38.64601566757071
2021-09-23,22.780191324210147
2021-09-24,23.29486900635292
2021-09-25,26.74000374952575
2021-09-26,23.213201241436074
2021-09-27,29.61949937518669
2021-09-29,21.37484917283564
2021-09-30,20.969673999784987
2021-10-02,27.243326084252462
2021-10-04,24.464247333698545
2021-10-05,30.62206322830348
2021-10-06,22.0597819317539
2021-10-07,19.301786232021858
2021-10-09,35.80841144306919
2021-10-10,32.18760894570461
2021-10-11,31.530283735818703
2021-10-12,23.46893475654889
2021-10-13,26.84095370989365
2021-10-15,25.343442466519164
2021-10-16,25.45272408768932
2021-10-19,24.94524954395517
2021-10-20,33.157122277356166
2021-10-21,17.713953019552214
2021-10-22,33.33462196781963
2021-10-23,32.93374963493643
2021-10-25,25.73375772519773
2021-10-26,21.794747484373158
2021-10-27,25.30498472339146
2021-10-28,31.62124154484285
2021-10-29,27.045905367493607
2021-10-30,25.97927688168265
2021-10-31,21.422615009673173
2021-11-01,26.16003048490071
2021-11-02,24.090140381617424
2021-11-05,24.666015905191863
2021-11-07,29.23193222874761
2021-11-08,30.623271897825106
2021-11-09,20.120545020566645
2021-11-10,27.097692832404142
2021-11-11,27.511032801217908
2021-11-12,34.520535360469694
2021-11-13,28.50936103176007
2021-11-14,27.51428186408222
2021-11-17,17.920508151971426
2021-11-19,19.107578090947023
2021-11-21,22.978690392315684
2021-11-22,27.84627896001864
2021-11-23,25.585861212064703
2021-11-24,28.082469394870987
2021-11-25,24.79362050560952
2021-11-26,19.3688877261574
2021-11-27,22.75303229168409
2021-11-29,22.602192307288817
2021-12-02,29.721160949250425
2021-12-03,27.650314725725917
2021-12-04,31.68642246252957
2021-12-05,30.04889068109933
2021-12-06,17.769850942366844
2021-12-07,27.76444588539449
2021-12-08,18.556291972891604
2021-12-09,24.585235556604427
2021-12-10,26.140864766696847
2021-12-12,24.466075854973614
2021-12-14,22.822720429428045
2021-12-15,33.16055374086585
2021-12-16,25.461032005305764
2021-12-17,24.85759639348953
2021-12-18,23.26104760043844
2021-12-19,31.28158722798303
2021-12-20,24.488197030716293
2021-12-23,28.33024976184086
2021-12-24,31.1441233166735
2021-12-25,20.72210027859305
2021-12-26,17.259386040359228
2021-12-27,25.172358407120598
2021-12-30,25.468873560258125
2021-12-31,25.44989783580739
2022-01-01,22.94918098890737
2022-01-02,23.80507764966484
2022-01-04,18.875903364737173
2022-01-05,33.9493839779237
2022-01-06,29.62131685882467
2022-01-08,21.453550723982
2022-01-09,24.04796980901564
2022-01-10,19.458323787711898
2022-01-11,23.897933109258496
2022-01-12,30.46100400008107
2022-01-13,20.83608612299166
2022-01-14,29.415293141212565
2022-01-15,26.76686263473936
2022-01-17,30.10211407197045
2022-01-18,28.268907359545658
2022-01-19,23.346738638156705
2022-01-20,27.43652275186085
2022-01-21,30.70547497357041
2022-01-22,21.243656255809228
2022-01-23,22.79002058383496
2022-01-25,35.18613969918107
2022-01-27,26.240087503918325
2022-01-28,24.234684604478623
2022-01-29,22.59609553536595
2022-01-31,19.196095390459543
2022-02-01,27.85496335134231
2022-02-02,19.13553443584221
2022-02-03,23.698914151683915
2022-02-04,21.415565023435462
2022-02-05,25.43236606670303
2022-02-06,32.178904563687155
2022-02-07,30.85267344377069
2022-02-08,24.84274821424074
2022-02-11,25.86438978150147
2022-02-12,31.395147109827416
2022-02-13,31.04051827961048
2022-02-15,31.54965847017784
2022-02-16,27.17309850819224
2022-02-17,26.61406715220595
2022-02-19,24.489120316218
2022-02-20,20.57998932563748
2022-02-21,32.0521912992178
2022-02-22,26.890043516635437
2022-02-23,21.58772130296527
2022-02-24,21.745152703207523
2022-02-25,25.42290770987872
2022-02-26,19.94903469811064
2022-02-27,22.328123484709717
2022-02-28,24.78558217169557
2022-03-01,34.54176959249008
2022-03-02,18.47082113109579
2022-03-03,21.061111448191102
2022-03-06,28.18459600391305
2022-03-08,27.263803750690258
2022-03-09,16.95809177469016
2022-03-10,21.043620319485168
2022-03-11,30.3167574378657
2022-03-14,25.859427297495927
2022-03-15,16.738361048638822
2022-03-16,24.28285292019904
2022-03-18,26.13882958076799
2022-03-19,24.39497109951704
2022-03-20,21.760562969189102
2022-03-21,28.958672948954167
2022-03-22,18.30778306055136
2022-03-23,33.96315426884495
2022-03-24,23.24731857771242
2022-03-25,28.4773401631641
2022-03-26,20.599550764567397
2022-03-27,21.567252591683395
2022-03-29,25.93697419073607
2022-03-31,18.645946142427995
2022-04-01,30.527376420491645
2022-04-02,13.37282080723007
2022-04-05,25.297624903371062
2022-04-06,23.809845753104877
2022-04-07,20.56845224250237
2022-04-09,25.93132568555711
2022-04-10,31.46654892272272
2022-04-11,18.20008315596313
2022-04-12,17.202830131007076
2022-04-13,27.645381101768614
2022-04-14,32.31436070812676
2022-04-15,21.46021411334213
2022-04-16,24.810699891745227
2022-04-17,19.89883952823244
2022-04-18,21.053906796735543
2022-04-19,15.89871002384512
2022-04-20,30.739784752580047
2022-04-22,31.650805865992588
2022-04-24,29.10434569247399
2022-04-25,32.14095373617507
2022-04-26,20.53004113241042
2022-04-28,17.346631882066667
2022-04-29,22.366116908967115
2022-04-30,17.792444544486955
2022-05-02,25.236873720155607
2022-05-03,25.184440973545332
2022-05-04,18.918299621126767
2022-05-05,28.53949721903863
2022-05-06,26.120008969994487
2022-05-07,33.418528361370804
2022-05-08,31.814607521618957
2022-05-10,24.640769878128545
2022-05-11,20.1034939268354
2022-05-12,11.46934329745618
2022-05-13,22.1640451018556
2022-05-14,25.76897594475414
2022-05-16,31.724024517013586
2022-05-17,28.056742363928247
2022-05-18,27.42151038678004
2022-05-19,27.888907742670074
2022-05-20,29.22807453102204
2022-05-21,27.336784251522012
2022-05-23,16.556231932395683
2022-05-24,25.676367162079
2022-05-25,29.25528485902782
2022-05-26,29.698115750920827
2022-05-27,23.4789829728746
2022-05-28,33.166410784111775
2022-05-29,24.29443887476481
2022-05-31,32.33991842293925
2022-06-02,26.600196059695453
2022-06-05,32.337255696830084
2022-06-06,20.733320558373897
2022-06-07,24.22010124653315
2022-06-09,22.88570653611043
2022-06-11,24.44128848137238
2022-06-12,27.619444358378438
2022-06-14,17.593328340116194
2022-06-15,27.23854948882532
2022-06-16,14.074112157539895
2022-06-17,19.924040996800368
2022-06-19,19.256811589394545
2022-06-22,27.184758850813814
2022-06-23,24.39572263345129
2022-06-24,27.44781063917501
2022-06-25,24.33333863446591
2022-06-26,23.06195841808927
2022-06-29,23.50743373511112
2022-07-01,15.962123501034943
2022-07-02,18.868859313661577
2022-07-03,22.371810159793533
2022-07-04,23.878920464931067
2022-07-05,22.597960330389675
2022-07-07,19.668630014854237
2022-07-08,17.987562731615796
2022-07-09,24.323304261422606
2022-07-10,30.952718607434104
2022-07-11,21.35233194307244
2022-07-12,25.92094720946399
2022-07-13,21.74188901695241
2022-07-14,25.94833334995152
2022-07-15,24.07917483779342
2022-07-17,32.89928263711769
2022-07-18,23.40764856460069
2022-07-19,20.25614418243709
2022-07-20,21.0102503916532
2022-07-21,24.824887360106
2022-07-24,21.688447964180817
2022-07-25,14.037653534070357
2022-07-26,29.74125249837452
2022-07-28,26.778285238933368
2022-07-29,19.596171240075588
2022-07-30,27.8328682844086
2022-07-31,19.100735437080395
2022-08-01,34.10676973933334
2022-08-02,21.198853938573837
2022-08-03,24.57714290071929
2022-08-04,24.47158192776507
2022-08-06,20.900673251310188
2022-08-07,28.194064693126176
2022-08-08,30.900932871382096
2022-08-09,20.537751584714083
2022-08-10,23.972956709342327
2022-08-11,24.690957132236743
2022-08-12,18.007756593803407
2022-08-14,28.075404373282936
2022-08-15,22.577953250676085
2022-08-16,29.37324021581947
2022-08-17,15.841141498910948
2022-08-18,35.636699659315646
2022-08-19,23.476317126043902
2022-08-22,28.712773545435255
2022-08-24,25.70345911390128
2022-08-27,30.040313861884197
2022-08-28,26.615212275530112
2022-08-30,21.87592167880909
2022-08-31,21.598932026224528
2022-09-01,24.335879225016303
2022-09-02,25.3739683330664
2022-09-03,23.86268896086449
2022-09-04,16.34437651484635
2022-09-05,12.698121996387652
2022-09-06,30.73764392952365
2022-09-07,20.660457209827896
2022-09-08,20.205636856225883
2022-09-11,23.90034002591161
2022-09-12,16.304030946050645
2022-09-13,25.809468684693005
2022-09-14,23.31277462475886
2022-09-15,22.311008783576607
2022-09-16,21.69336708835726
2022-09-17,22.627094223943907
2022-09-18,24.636304069828444
2022-09-19,21.70681737386928
2022-09-20,32.90685960324676
2022-09-21,27.722459872946317
2022-09-24,24.30945889207834
2022-09-25,24.33449284942734
2022-09-26,26.760854196693696
2022-09-28,26.31594330308621
2022-09-29,29.25076642187303
2022-09-30,22.823649974036016
2022-10-01,22.84220242856893
2022-10-02,34.43333002909063
2022-10-03,21.023979490876187
2022-10-04,28.24069001288926
2022-10-05,32.21589973679735
2022-10-06,20.18857625578632
2022-10-07,29.115089970141128
2022-10-08,28.107198054760403
2022-10-09,22.799960984048603
2022-10-10,23.34946243968408
2022-10-11,27.53520155921652
2022-10-12,33.87402467884062
2022-10-14,29.641416613940823
2022-10-16,26.1551216655241
2022-10-17,31.872131891919327
2022-10-18,14.522652342213052
2022-10-19,28.2188768687635
2022-10-20,23.786338383906745
2022-10-21,24.356686022216067
2022-10-22,18.472571113735867
2022-10-23,27.91397379412605
2022-10-24,22.810466517461343
2022-10-25,30.46289131377715
2022-10-26,22.37582093237224
2022-10-27,20.35614557115502
2022-10-28,24.320509819256493
2022-10-30,21.696108773065824
2022-10-31,28.55433439955807
2022-11-01,18.68988548877176
2022-11-03,25.86528776687246
2022-11-04,29.82719296113036
2022-11-06,26.71596404408459
2022-11-08,23.470311219963317
2022-11-09,24.27786582834827
2022-11-11,19.364407430032376
2022-11-12,17.202552181261122
2022-11-13,21.411409251178544
2022-11-14,24.342848177192053
2022-11-15,25.59255294467191
2022-11-16,21.463370127256248
2022-11-17,28.68561282522203
2022-11-18,24.943503127380637
2022-11-19,25.73501754662799
2022-11-20,24.02330433594332
2022-11-21,26.92305184804254
2022-11-22,27.398546289900445
2022-11-23,26.13905157267437
2022-11-24,27.877428519347603
2022-11-26,34.17396673064995
2022-11-27,18.699733802510185
2022-11-30,25.108998636883346
2022-12-01,21.56819980059926
2022-12-02,21.180532492936067
2022-12-03,25.594619212224224
2022-12-04,25.139998259271344
2022-12-05,27.491263569546184
2022-12-06,31.13151704738985
2022-12-07,29.590108469172343
2022-12-08,33.48928665203857
2022-12-09,21.407411226875745
2022-12-11,21.339475863460656
2022-12-12,27.607581363185357
2022-12-15,21.82996276970095
2022-12-16,24.479799824701463
2022-12-18,22.02772701369662
2022-12-19,20.453620021171425
2022-12-21,14.987684998959203
2022-12-22,23.359501471177047
2022-12-23,21.222018557047363
2022-12-25,30.773876329124978
2022-12-26,22.42307568757741
2022-12-27,26.859017827135222
2022-12-28,22.8592783305884
2022-12-29,26.91033105512012
2022-12-30,31.684203257776577
2022-12-31,17.84811804721716
2023-01-01,74.74472084615934
2023-01-01,74.74472084615934
2023-01-01,74.74472084615934
2023-01-01,74.74472084615934
2023-01-01,74.74472084615934
2023-01-01,24.79783086159663
2023-01-01,74.74472084615934
2023-01-01,74.74472084615934
2023-01-01,74.74472084615934
2023-01-01,74.74472084615934
2023-01-02,61.46667655695333
2023-01-02,61.46667655695333
2023-01-02,61.46667655695333
2023-01-02,61.46667655695333
2023-01-02,29.628206874077485
2023-01-02,61.46667655695333
2023-01-02,61.46667655695333
2023-01-02,61.46667655695333
2023-01-02,61.46667655695333
2023-01-02,61.46667655695333
2023-01-03,51.7761952455882
2023-01-03,51.7761952455882
2023-01-03,51.7761952455882
2023-01-03,51.7761952455882
2023-01-03,51.7761952455882
2023-01-03,51.7761952455882
2023-01-03,51.7761952455882
2023-01-03,23.55760259415861
2023-01-03,51.7761952455882
2023-01-03,51.7761952455882
2023-01-04,43.89887279920888
2023-01-04,43.89887279920888
2023-01-04,43.89887279920888
2023-01-04,33.79925340954366
2023-01-04,43.89887279920888
2023-01-04,43.89887279920888
2023-01-04,43.89887279920888
2023-01-04,43.89887279920888
2023-01-04,43.89887279920888
2023-01-04,43.89887279920888
2023-01-05,35.72242064275233
2023-01-05,35.72242064275233
2023-01-05,35.72242064275233
2023-01-05,35.72242064275233
2023-01-05,35.72242064275233
2023-01-05,35.72242064275233
2023-01-05,35.72242064275233
2023-01-05,35.72242064275233
2023-01-05,35.72242064275233
2023-01-05,22.887517067282783
2023-01-06,53.17980299634
2023-01-06,53.17980299634
2023-01-06,25.13459791394818
2023-01-06,53.17980299634
2023-01-06,53.17980299634
2023-01-06,53.17980299634
2023-01-06,53.17980299634
2023-01-06,53.17980299634
2023-01-06,53.17980299634
2023-01-06,53.17980299634
2023-01-07,49.00308499895943
2023-01-07,49.00308499895943
2023-01-07,49.00308499895943
2023-01-07,49.00308499895943
2023-01-07,49.00308499895943
2023-01-07,49.00308499895943
2023-01-07,49.00308499895943
2023-01-07,49.00308499895943
2023-01-07,49.00308499895943
2023-01-08,65.63716232307459
2023-01-08,65.63716232307459
2023-01-08,65.63716232307459
2023-01-08,65.63716232307459
2023-01-08,65.63716232307459
2023-01-08,21.076080255006232
2023-01-08,65.63716232307459
2023-01-08,65.63716232307459
2023-01-08,65.63716232307459
2023-01-08,65.63716232307459
2023-01-09,37.059450629147136
2023-01-09,37.059450629147136
2023-01-09,37.059450629147136
2023-01-09,37.059450629147136
2023-01-09,37.059450629147136
2023-01-09,24.111217634760624
2023-01-09,37.059450629147136
2023-01-09,37.059450629147136
2023-01-09,37.059450629147136
2023-01-09,37.059450629147136
2023-01-10,46.49110408325761
2023-01-10,46.49110408325761
2023-01-10,17.878632337779926
2023-01-10,46.49110408325761
2023-01-10,46.49110408325761
2023-01-10,46.49110408325761
2023-01-10,46.49110408325761
2023-01-10,46.49110408325761
2023-01-10,46.49110408325761
2023-01-10,46.49110408325761
2023-01-11,54.912953230329016
2023-01-11,25.385171529477866
2023-01-11,54.912953230329016
2023-01-11,54.912953230329016
2023-01-11,54.912953230329016
2023-01-11,54.912953230329016
2023-01-11,54.912953230329016
2023-01-11,54.912953230329016
2023-01-11,54.912953230329016
2023-01-11,54.912953230329016
2023-01-12,66.19127752597481
2023-01-12,66.19127752597481
2023-01-12,66.19127752597481
2023-01-12,66.19127752597481
2023-01-12,66.19127752597481
2023-01-12,66.19127752597481
2023-01-12,66.19127752597481
2023-01-12,66.19127752597481
2023-01-12,66.19127752597481
2023-01-12,23.70970212443882
2023-01-13,47.06168911492511
2023-01-13,47.06168911492511
2023-01-13,47.06168911492511
2023-01-13,47.06168911492511
2023-01-13,47.06168911492511
2023-01-13,47.06168911492511
2023-01-13,47.06168911492511
2023-01-13,25.45485893201761
2023-01-13,47.06168911492511
2023-01-13,47.06168911492511
2023-01-14,40.860421778402
2023-01-14,40.860421778402
2023-01-14,40.860421778402
2023-01-14,40.860421778402
2023-01-14,40.860421778402
2023-01-14,27.50239711833715
2023-01-14,40.860421778402
2023-01-14,40.860421778402
2023-01-14,40.860421778402
2023-01-14,40.860421778402
2023-01-15,48.58831384909938
2023-01-15,30.357325809813457
2023-01-15,48.58831384909938
2023-01-15,48.58831384909938
2023-01-15,48.58831384909938
2023-01-15,48.58831384909938
2023-01-15,48.58831384909938
2023-01-15,48.58831384909938
2023-01-15,48.58831384909938
2023-01-15,48.58831384909938
2023-01-16,52.48596899970523
2023-01-16,52.48596899970523
2023-01-16,52.48596899970523
2023-01-16,27.248985276507387
2023-01-16,52.48596899970523
2023-01-16,52.48596899970523
2023-01-16,52.48596899970523
2023-01-16,52.48596899970523
2023-01-16,52.48596899970523
2023-01-16,52.48596899970523
2023-01-17,47.77166898587853
2023-01-17,47.77166898587853
2023-01-17,47.77166898587853
2023-01-17,47.77166898587853
2023-01-17,47.77166898587853
2023-01-17,47.77166898587853
2023-01-17,47.77166898587853
2023-01-17,24.178675659407837
2023-01-17,47.77166898587853
2023-01-17,47.77166898587853
2023-01-18,56.019986983979436
2023-01-18,56.019986983979436
2023-01-18,56.019986983979436
2023-01-18,56.019986983979436
2023-01-18,56.019986983979436
2023-01-18,56.019986983979436
2023-01-18,32.06962888787684
2023-01-18,56.019986983979436
2023-01-18,56.019986983979436
2023-01-18,56.019986983979436
2023-01-19,47.344776568948205
2023-01-19,47.344776568948205
2023-01-19,47.344776568948205
2023-01-19,24.763693631869483
2023-01-19,47.344776568948205
2023-01-19,47.344776568948205
2023-01-19,47.344776568948205
2023-01-19,47.344776568948205
2023-01-19,47.344776568948205
2023-01-19,47.344776568948205
2023-01-20,42.94862804297481
2023-01-20,42.94862804297481
2023-01-20,42.94862804297481
2023-01-20,42.94862804297481
2023-01-20,42.94862804297481
2023-01-20,42.94862804297481
2023-01-20,27.826776520985455
2023-01-20,42.94862804297481
2023-01-20,42.94862804297481
2023-01-20,42.94862804297481
2023-01-21,55.2268522779175
2023-01-21,55.2268522779175
2023-01-21,55.2268522779175
2023-01-21,55.2268522779175
2023-01-21,21.7223619249129
2023-01-21,55.2268522779175
2023-01-21,55.2268522779175
2023-01-21,55.2268522779175
2023-01-21,55.2268522779175
2023-01-21,55.2268522779175
2023-01-22,44.4891098723781
2023-01-22,44.4891098723781
2023-01-22,44.4891098723781
2023-01-22,28.241748838330192
2023-01-22,44.4891098723781
2023-01-22,44.4891098723781
2023-01-22,44.4891098723781
2023-01-22,44.4891098723781
2023-01-22,44.4891098723781
2023-01-22,44.4891098723781
2023-01-23,18.70536202884927
2023-01-23,60.44864612352823
2023-01-23,60.44864612352823
2023-01-23,60.44864612352823
2023-01-23,60.44864612352823
2023-01-23,60.44864612352823
2023-01-23,60.44864612352823
2023-01-23,60.44864612352823
2023-01-23,60.44864612352823
2023-01-23,60.44864612352823
2023-01-24,40.229711857468956
2023-01-24,40.229711857468956
2023-01-24,40.229711857468956
2023-01-24,40.229711857468956
2023-01-24,40.229711857468956
2023-01-24,32.321220058724634
2023-01-24,40.229711857468956
2023-01-24,40.229711857468956
2023-01-24,40.229711857468956
2023-01-24,40.229711857468956
2023-01-25,60.90542889896612
2023-01-25,60.90542889896612
2023-01-25,60.90542889896612
2023-01-25,60.90542889896612
2023-01-25,60.90542889896612
2023-01-25,60.90542889896612
2023-01-25,60.90542889896612
2023-01-25,31.67746946623046
2023-01-25,60.90542889896612
2023-01-25,60.90542889896612
2023-01-26,52.151274017617865
2023-01-26,52.151274017617865
2023-01-26,52.151274017617865
2023-01-26,52.151274017617865
2023-01-26,52.151274017617865
2023-01-26,52.151274017617865
2023-01-26,52.151274017617865
2023-01-26,52.151274017617865
2023-01-26,52.151274017617865
2023-01-27,64.50993500977634
2023-01-27,64.50993500977634
2023-01-27,32.5536289499187
2023-01-27,64.50993500977634
2023-01-27,64.50993500977634
2023-01-27,64.50993500977634
2023-01-27,64.50993500977634
2023-01-27,64.50993500977634
2023-01-27,64.50993500977634
2023-01-27,64.50993500977634
2023-01-28,61.21549499128896
2023-01-28,61.21549499128896
2023-01-28,61.21549499128896
2023-01-28,61.21549499128896
2023-01-28,61.21549499128896
2023-01-28,61.21549499128896
2023-01-28,61.21549499128896
2023-01-28,61.21549499128896
2023-01-28,61.21549499128896
2023-01-29,19.445090055439213
2023-01-29,50.93297085238005
2023-01-29,50.93297085238005
2023-01-29,50.93297085238005
2023-01-29,50.93297085238005
2023-01-29,50.93297085238005
2023-01-29,50.93297085238005
2023-01-29,50.93297085238005
2023-01-29,50.93297085238005
2023-01-29,50.93297085238005
2023-01-30,51.842143294043176
2023-01-30,51.842143294043176
2023-01-30,51.842143294043176
2023-01-30,51.842143294043176
2023-01-30,51.842143294043176
2023-01-30,51.842143294043176
2023-01-30,51.842143294043176
2023-01-30,51.842143294043176
2023-01-30,51.842143294043176
2023-01-31,56.094091165629145
2023-01-31,56.094091165629145
2023-01-31,56.094091165629145
2023-01-31,56.094091165629145
2023-01-31,56.094091165629145
2023-01-31,56.094091165629145
2023-01-31,56.094091165629145
2023-01-31,20.467975224936477
2023-01-31,56.094091165629145
2023-01-31,56.094091165629145
2023-02-01,57.23689820247945
2023-02-01,57.23689820247945
2023-02-01,57.23689820247945
2023-02-01,57.23689820247945
2023-02-01,57.23689820247945
2023-02-01,57.23689820247945
2023-02-01,57.23689820247945
2023-02-01,57.23689820247945
2023-02-01,57.23689820247945
2023-02-02,53.11527843709629
2023-02-02,53.11527843709629
2023-02-02,53.11527843709629
2023-02-02,53.11527843709629
2023-02-02,53.11527843709629
2023-02-02,53.11527843709629
2023-02-02,53.11527843709629
2023-02-02,53.11527843709629
2023-02-02,53.11527843709629
2023-02-03,41.063252948902246
2023-02-03,41.063252948902246
2023-02-03,41.063252948902246
2023-02-03,41.063252948902246
2023-02-03,28.124636126325072
2023-02-03,41.063252948902246
2023-02-03,41.063252948902246
2023-02-03,41.063252948902246
2023-02-03,41.063252948902246
2023-02-03,41.063252948902246
2023-02-04,59.96330286858347
2023-02-04,59.96330286858347
2023-02-04,59.96330286858347
2023-02-04,28.87937561250682
2023-02-04,59.96330286858347
2023-02-04,59.96330286858347
2023-02-04,59.96330286858347
2023-02-04,59.96330286858347
2023-02-04,59.96330286858347
2023-02-04,59.96330286858347
2023-02-05,69.07560103616711
2023-02-05,69.07560103616711
2023-02-05,69.07560103616711
2023-02-05,69.07560103616711
2023-02-05,69.07560103616711
2023-02-05,69.07560103616711
2023-02-05,69.07560103616711
2023-02-05,69.07560103616711
2023-02-05,69.07560103616711
2023-02-06,65.27416174464477
2023-02-06,22.48052322546593
2023-02-06,65.27416174464477
